train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features
2.1606536787742288,2.1934007916322975,3.4866058018823156,3.4976634343827966,50,5,2,2
1.9860036801976395,2.0211794921027257,3.2703024335190705,3.3198353893342474,50,5,2,4
1.9982981216621252,2.0366908716640317,3.3073927320003538,3.3659714813525765,50,5,2,6
2.156097170467876,2.188127163558337,3.4790545469288623,3.4908648005669702,50,5,5,2
1.9860036801976395,2.0211794921027257,3.2703024335190705,3.3198353893342474,50,5,5,4
1.9982981216621252,2.0366908716640317,3.3073927320003538,3.3659714813525765,50,5,5,6
2.1536271878071087,2.1865986437440927,3.475177215707093,3.490001944818157,50,5,10,2
1.9862731607308353,2.02185990766027,3.2700180514601755,3.3196053852706933,50,5,10,4
1.9982981216621252,2.0366908716640317,3.3073927320003538,3.3659714813525765,50,5,10,6
1.43192160808718,1.6550514930875193,2.404541206992666,2.8333044050728042,50,10,2,2
1.384894867894219,1.6719750170204055,2.2956318639055446,2.88682134119035,50,10,2,4
1.3788538597743696,1.671976830996421,2.2626158160387693,2.8956579849997643,50,10,2,6
1.4443233759344698,1.6625443757595637,2.4330200405778615,2.8388964736591915,50,10,5,2
1.394049013837807,1.663911897091036,2.3237929281477894,2.8780002812584615,50,10,5,4
1.3854317364618047,1.6761079488697168,2.2899522778325685,2.916526205338553,50,10,5,6
1.4656600739812276,1.6671481589347947,2.4893409914778246,2.857534286745588,50,10,10,2
1.4197651220499665,1.6713769413876072,2.3773605019777846,2.8759618154588567,50,10,10,4
1.4101468448397827,1.677057802462094,2.3513328237234052,2.908896674863737,50,10,10,6
0.8874267666784885,1.533039982373242,1.455311199886282,2.6816908892303006,50,15,2,2
0.8605074780664044,1.5671512406234092,1.3798671149808401,2.758926823334748,50,15,2,4
0.8737064926186578,1.5785391951420782,1.3954854261623986,2.7991661442424083,50,15,2,6
0.9709347084922201,1.5301334916251164,1.6345924651024148,2.683859772010396,50,15,5,2
0.9226697937850505,1.5545565580749918,1.5401454088940174,2.755215885593645,50,15,5,4
0.9273855000810606,1.5930543186226949,1.5386278697290279,2.813224643686188,50,15,5,6
1.089120657221241,1.561143319294185,1.8594536584446733,2.727550381219401,50,15,10,2
1.0414653721219256,1.579844253524974,1.7705025052069954,2.7991030731294533,50,15,10,4
1.0307125915303248,1.590118876850393,1.7571696954360465,2.7922577448622006,50,15,10,6
0.6334208120701803,1.5113163911265184,1.0945516266966022,2.656311999530056,50,20,2,2
0.6383386495771455,1.5427892206050022,1.105539578677308,2.747315418950076,50,20,2,4
0.6462942086078212,1.5710593289877923,1.11768037325402,2.7671327750372585,50,20,2,6
0.7716341333122815,1.5147362847684869,1.3707579970729342,2.675199617637303,50,20,5,2
0.7441509652428175,1.5487826427614757,1.3337455615624725,2.739712455224165,50,20,5,4
0.7330771019705152,1.5649959124231037,1.3175806212655239,2.776538153738866,50,20,5,6
