train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features
2.5898859418384723,2.595771681909008,4.230416764204898,4.13366937746278,50,5,2,2
2.0118842681348132,2.0098325294000237,3.3682181058008824,3.3520011930013087,50,5,2,4
1.9262821654158317,1.9359382025692315,3.241107490013675,3.2948284616321795,50,5,2,6
2.589893875482875,2.59579019257424,4.230421100956914,4.133700146069461,50,5,5,2
2.010451515656168,2.0059962291856075,3.3660880104832165,3.3460884578247723,50,5,5,4
1.9263352086064645,1.9358945387497064,3.240979336488625,3.2950263674498275,50,5,5,6
2.590542078249045,2.5954875863334887,4.231223758896973,4.133336717530367,50,5,10,2
2.010451515656168,2.0059962291856075,3.3660880104832165,3.3460884578247723,50,5,10,4
1.9263352086064645,1.9358945387497064,3.240979336488625,3.2950263674498275,50,5,10,6
1.5236437880388014,1.736574365483044,2.5920060430263083,2.9628158253100225,50,10,2,2
1.391915727681622,1.6293555192050428,2.368636092615574,2.8610467472028294,50,10,2,4
1.3672819892807346,1.643092158318101,2.296280715972513,2.92815697353791,50,10,2,6
1.5448233172411814,1.7493109710634016,2.6298200690181313,2.9692266629388495,50,10,5,2
1.3919102737289564,1.6226448248294096,2.3810983945008886,2.867245445393155,50,10,5,4
1.3804412326320579,1.6452906940343117,2.3394362520322285,2.9500120055579697,50,10,5,6
1.565936656291287,1.7435752982977117,2.681225510387445,2.962323123966271,50,10,10,2
1.4239986245592413,1.6389517594767231,2.438472477174322,2.8911074785762754,50,10,10,4
1.4020520569378532,1.6561639959029737,2.3882041046551663,2.971141068703569,50,10,10,6
0.958199607929008,1.5909765947995802,1.6078714325162493,2.7784866090476554,50,15,2,2
0.8731785905130695,1.558075112248531,1.4351371822745596,2.773276672478585,50,15,2,4
0.8650649878347014,1.5820916413725699,1.4011710290977348,2.830913990161784,50,15,2,6
1.0385319015052394,1.5972384337924583,1.783584087624558,2.7861342417286523,50,15,5,2
0.9425520376358794,1.5565010380960493,1.6052354914245996,2.778149731279392,50,15,5,4
0.9191316713722392,1.5835561885847076,1.5502059738370413,2.836371907932527,50,15,5,6
1.1568387173845573,1.6196888936311877,2.0090346684642744,2.823066685167674,50,15,10,2
1.051944778743433,1.567370931444917,1.8303999387224978,2.802269152970834,50,15,10,4
1.0403207728437576,1.590056946069825,1.7911382497277275,2.882288621329825,50,15,10,6
0.6759623129562308,1.56262522231487,1.1757091607850783,2.758339466463708,50,20,2,2
0.6388184395477637,1.5365476949998258,1.1196637995181087,2.7700019840720165,50,20,2,4
0.6430097447628569,1.57594103531167,1.1256300240586834,2.8145827422853986,50,20,2,6
0.8224651178300199,1.5692512607426508,1.4688373273276962,2.750659148579903,50,20,5,2
0.7498361185430151,1.5409416262109616,1.3674240034252194,2.7594655683589773,50,20,5,4
0.7412030948952191,1.5641358676889292,1.3488108224226951,2.8331857946087804,50,20,5,6
1.0260741557197244,1.5952618433816017,1.8212456371999306,2.7915275543991473,50,20,10,2
0.9371090575875283,1.5557347978107532,1.6883904563372065,2.7917654999888244,50,20,10,4
0.9182663713996331,1.5891123857391447,1.6657261175070608,2.879093103627014,50,20,10,6
2.5003183162917257,2.5081869107288717,4.113269471941935,4.023539201609452,100,5,2,2
2.007044725064727,2.008996255501629,3.36163620735078,3.3448560869497914,100,5,2,4
1.9275188207645673,1.9440637000896026,3.241905152546627,3.3131700000789355,100,5,2,6
2.502397289206279,2.509090130139236,4.114767096315726,4.023607177118954,100,5,5,2
2.0054241090346774,2.006098012190231,3.360766628177949,3.342031350122557,100,5,5,4
1.9275004808370255,1.944114455676106,3.241854452240514,3.313261823599224,100,5,5,6
2.5068946092256215,2.5119335746018683,4.122739917162292,4.028621243589085,100,5,10,2
2.005032055912245,2.005592990078844,3.360560808338933,3.341640148336888,100,5,10,4
1.9265960096256562,1.9431714511800477,3.2408751692038154,3.312204231535037,100,5,10,6
1.517957568493239,1.7336852155343854,2.5841486749926665,2.948355411605767,100,10,2,2
1.3789560784884396,1.6207672212681647,2.346684979758717,2.857831244209868,100,10,2,4
1.3628121420714547,1.6369337908325772,2.2885940424842253,2.9276310124747997,100,10,2,6
1.5382297368716353,1.7375884571245062,2.6237004347040376,2.9559298544947255,100,10,5,2
1.3880428954971644,1.6134744587196035,2.3716964663385802,2.853296758894093,100,10,5,4
1.3724701822572711,1.6329270053562317,2.3227292633012895,2.9309217346637384,100,10,5,6
1.565308567736374,1.7401344702608497,2.675858949677898,2.9593611194770726,100,10,10,2
1.416941406314242,1.6291482800221138,2.4309131913521598,2.8866650896556094,100,10,10,4
1.3964538879143755,1.6445398496023347,2.376218082605549,2.957314546295921,100,10,10,6
0.9471874049893643,1.5704998236304955,1.5956033197841308,2.7515177025860242,100,15,2,2
0.8640646884663863,1.543803079673239,1.4162747091316379,2.762110385755783,100,15,2,4
0.8551440029471796,1.5679023612282825,1.3818522413118333,2.8262316769975384,100,15,2,6
1.026900268707371,1.5727055948544741,1.7660233662743847,2.7594213782230455,100,15,5,2
0.9274657652773193,1.5420838401961197,1.575528748870887,2.7653514850499294,100,15,5,4
0.9129951678055567,1.5693883072098185,1.5347266668326165,2.831654198061251,100,15,5,6
1.148784866707703,1.6030041953081515,1.9993990457522561,2.8028124750012933,100,15,10,2
1.044033303365443,1.5533199254453005,1.8155473689767208,2.7896944657386515,100,15,10,4
1.0321911363647402,1.5793577501481486,1.7785943231948051,2.8753970782795863,100,15,10,6
0.660270731908898,1.5401735960357206,1.1412438536836433,2.723171298215415,100,20,2,2
0.6263656713840068,1.5289156636881787,1.0917820593639955,2.7467361972185778,100,20,2,4
0.6306726828216191,1.5625323348797457,1.0963036821185073,2.8151836960279217,100,20,2,6
0.8074689709007511,1.547118281281044,1.4457174214529478,2.728380700690178,100,20,5,2
0.7381967801480489,1.5330837084597688,1.342787388621303,2.7536650928686774,100,20,5,4
0.7294182053169174,1.5495849078532886,1.3289761776202818,2.8176613473554353,100,20,5,6
1.0128163194552369,1.5715350162769801,1.8011459860785193,2.7608177615309404,100,20,10,2
0.9254340097525297,1.5454006663334006,1.6713679386723712,2.7794989357459348,100,20,10,4
0.9073413415890164,1.5788737237352215,1.6465311829018219,2.8740543211085106,100,20,10,6
2.501078262498206,2.506891848346773,4.116113096103397,4.0258466098340016,200,5,2,2
2.0042821803704807,2.0107105773206073,3.353053885877283,3.3463195754607447,200,5,2,4
1.9223811214708308,1.9356972974492197,3.2374524668089784,3.2969929934826525,200,5,2,6
2.5010709151336825,2.5077883436016943,4.118641447674074,4.0287344336873465,200,5,5,2
2.0034521830467056,2.0090909653350444,3.3525909571523393,3.344890692349677,200,5,5,4
1.9222044953924784,1.9355445221446268,3.2373385056895616,3.2969576501589337,200,5,5,6
2.4979079272735722,2.5046589222018167,4.118965412393793,4.0261557672645285,200,5,10,2
2.0032663270794036,2.008868638272469,3.3525000417951216,3.34473191363681,200,5,10,4
1.9218061326885965,1.9352024382788757,3.236917008484457,3.2964869432891213,200,5,10,6
1.51406801100168,1.727112519376844,2.580920663663563,2.9445165040551466,200,10,2,2
1.3754061264201143,1.610751776395167,2.3375996161978385,2.8513260404547234,200,10,2,4
1.3613763648874684,1.6303232836366033,2.2853939162685015,2.9149206636723344,200,10,2,6
1.5324386695099221,1.7273614972410818,2.61792162412754,2.9394089030752246,200,10,5,2
1.3842748809543632,1.612534230247026,2.3641624484772317,2.853697847146573,200,10,5,4
1.3698053568375008,1.6304248573962667,2.317517581302375,2.9252231841894574,200,10,5,6
1.5512653264662153,1.7261128686261256,2.6587017756918576,2.9467496774390978,200,10,10,2
1.4101985796410108,1.6207719584131308,2.4202005531569206,2.8792952242848635,200,10,10,4
1.3935128206369332,1.6379380193918296,2.3736824206979352,2.941255763857305,200,10,10,6
0.9395072793344172,1.5525847394934484,1.5846547320754045,2.738096067591781,200,15,2,2
0.8559958613554927,1.5317861183286543,1.4056157068847823,2.74970928598577,200,15,2,4
0.8527491043334298,1.5649498660743875,1.3767063273978446,2.826754386504086,200,15,2,6
1.0201884229660616,1.5612960325882435,1.759959792277368,2.741614405101217,200,15,5,2
0.922041863432802,1.5342371891533435,1.5711420021844773,2.7583042362177244,200,15,5,4
0.9082551379070224,1.5631357296014108,1.5272482823316424,2.830539415995915,200,15,5,6
1.1407915494196135,1.5904411625161525,1.986881021828554,2.7919662148580904,200,15,10,2
1.039217715841018,1.5450658607088643,1.8083097414483154,2.7810234776728553,200,15,10,4
1.0272836760371682,1.5728795029862315,1.7720729438537566,2.855522842673001,200,15,10,6
0.6493732271113763,1.5217531516725655,1.1289051059699091,2.69896317878584,200,20,2,2
0.6194673385771795,1.5149156126235506,1.0843875958499163,2.7311517722824536,200,20,2,4
0.6260087228606438,1.554840519205527,1.090437132552062,2.8152069142887393,200,20,2,6
0.8003786388020118,1.5370289602337521,1.437129006735423,2.7135029968025384,200,20,5,2
0.7334771476931757,1.5249070205759443,1.3382894822174503,2.7511448444178623,200,20,5,4
0.7250645157569899,1.5465030402169937,1.3242148443233985,2.81668751191969,200,20,5,6
1.0049164513164788,1.5638333407594032,1.7930925071485766,2.752208253614156,200,20,10,2
