train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features
2.3974285506724335,2.438595178938103,3.7980804154116043,3.7963951453638956,50,5,2,2
2.009493997359664,2.046283500754406,3.325737420685493,3.3832457756950944,50,5,2,4
1.9889263221222344,2.0167527607796742,3.3068353231222987,3.3628560631125715,50,5,2,6
1.987444560957765,2.0232850468420565,3.313436044173902,3.3865814857887178,50,5,2,8
1.9910562882673708,2.03813666695438,3.3319658106982843,3.42637318864225,50,5,2,10
2.388652206176677,2.430486417778023,3.776285135890078,3.775201694233356,50,5,5,2
2.011480779177899,2.0485196140093187,3.3281856997136794,3.3854904067756784,50,5,5,4
1.9889263221222344,2.0167527607796742,3.3068353231222987,3.3628560631125715,50,5,5,6
1.987444560957765,2.0232850468420565,3.313436044173902,3.3865814857887178,50,5,5,8
1.9910562882673708,2.03813666695438,3.3319658106982843,3.42637318864225,50,5,5,10
2.3883592866698558,2.429778597165551,3.7927961090374813,3.7845460093011596,50,5,10,2
2.012486007878073,2.049502590598277,3.3295400846829026,3.38679762004819,50,5,10,4
1.9889263221222344,2.0167527607796742,3.3068353231222987,3.3628560631125715,50,5,10,6
1.987444560957765,2.0232850468420565,3.313436044173902,3.3865814857887178,50,5,10,8
1.9910562882673708,2.03813666695438,3.3319658106982843,3.42637318864225,50,5,10,10
2.387235140374568,2.428656237714152,3.8123385568589865,3.801926643095078,50,5,20,2
2.013397580408175,2.0501720377080077,3.3309661170915446,3.3880593212090133,50,5,20,4
1.9893947042724154,2.0183648205666356,3.309989555866713,3.3679778824628257,50,5,20,6
1.9878470811837918,2.0238460250915886,3.3145998140260122,3.3874756644675013,50,5,20,8
1.9910562882673708,2.03813666695438,3.3319658106982843,3.42637318864225,50,5,20,10
1.5199969284994357,1.704135039931241,2.570156476467946,2.8947400405093076,50,10,2,2
1.4018828880037657,1.6602254061455792,2.3529822782802126,2.904370596591667,50,10,2,4
1.3860495940527264,1.6595624598578427,2.3038261823218718,2.884349563198184,50,10,2,6
1.372999479102418,1.669669388255846,2.2673366368570127,2.9252665153475887,50,10,2,8
1.3708130514886123,1.6819902823932307,2.2583909476365136,2.9423695162377204,50,10,2,10
1.5348968499884612,1.7187764274395008,2.6110600731917284,2.926068023085028,50,10,5,2
1.4200011778183024,1.663199132818586,2.396335621562964,2.890377691364051,50,10,5,4
1.3966208780397125,1.659733218135444,2.336791444282893,2.8897301898875187,50,10,5,6
1.386331378258238,1.6777226057342989,2.304432580207981,2.9364498677972324,50,10,5,8
1.3813484167269696,1.6677784596060172,2.2956941000776983,2.919137511917981,50,10,5,10
1.5486406890301891,1.7123494951932967,2.635927632941711,2.9230889949823,50,10,10,2
1.4431008941423056,1.662261355368098,2.4538020872065527,2.891617726282216,50,10,10,4
1.4143365563531547,1.6659305407393425,2.392369161566213,2.919736901250385,50,10,10,6
1.411755122951374,1.6817561998666122,2.3689625225086415,2.9393791538123346,50,10,10,8
1.4089732747322121,1.676443295899436,2.3611841410300087,2.9352119238779943,50,10,10,10
1.583231978966244,1.7228094106576282,2.6993158625064124,2.9322627650634203,50,10,20,2
1.4806577647693095,1.6794404165509713,2.5274811521752625,2.922494921791727,50,10,20,4
1.4544170461939092,1.676111319993168,2.463547593481514,2.9411885373586792,50,10,20,6
1.4495683218150195,1.6840755011510238,2.4494847531377477,2.950159366851926,50,10,20,8
1.4495903192765391,1.6927677866753499,2.444809663047419,2.966423515384462,50,10,20,10
0.9750285065244069,1.5536111463709459,1.6395198779103728,2.725468686064572,50,15,2,2
0.8906594113145481,1.5642851046791193,1.4570875078200212,2.759643014808096,50,15,2,4
0.8800090490318542,1.587423369902082,1.4197176345581903,2.791724781567513,50,15,2,6
0.8775314190746265,1.597883377320536,1.4133578576349952,2.8389615918657714,50,15,2,8
0.8792977192385404,1.599914276177119,1.402291825405778,2.8413887440904646,50,15,2,10
1.0579712225056221,1.5696635869387003,1.8127849056359104,2.7597490276046983,50,15,5,2
0.9550018610441967,1.574723701744163,1.6116875545412703,2.7960742941887085,50,15,5,4
0.9334947626266317,1.5816473586283206,1.5602995754461844,2.8011471106607804,50,15,5,6
0.930305663985174,1.59138864543873,1.5524927660851289,2.8203801227613785,50,15,5,8
0.9331629214545526,1.6132585579084349,1.5515919341186348,2.866175904451446,50,15,5,10
1.1632154726120307,1.5832477503736826,2.0033549183826045,2.7716988414180608,50,15,10,2
1.0714943366781404,1.584209972530487,1.8388408279158877,2.7899030066471466,50,15,10,4
1.0475698733034107,1.581969333612783,1.791781852003444,2.7927432389299307,50,15,10,6
