train_mae,valid_mae,train_rmse,valid_rmse,n_estimators,max_depth,min_samples,max_features
2.3139899015399163,2.353115404101258,3.673875997787846,3.672060368826379,50,5,2,2
2.039094581354423,2.070210707217772,3.371944560131703,3.416084090214408,50,5,2,4
2.0147391558004304,2.052431388972807,3.3541718958736833,3.412435711571376,50,5,2,6
2.001014156226125,2.041027035455505,3.3459530233270804,3.4193024409116592,50,5,2,8
1.9932835314260753,2.0265649040471607,3.3468157673190233,3.4164923562107687,50,5,2,10
2.3169939315036947,2.353769182296653,3.672903593498796,3.6687285969203116,50,5,5,2
2.039094581354423,2.070210707217772,3.371944560131703,3.416084090214408,50,5,5,4
2.0147391558004304,2.052431388972807,3.3541718958736833,3.412435711571376,50,5,5,6
2.001014156226125,2.041027035455505,3.3459530233270804,3.4193024409116592,50,5,5,8
1.9932835314260753,2.0265649040471607,3.3468157673190233,3.4164923562107687,50,5,5,10
2.312288969724733,2.3480930953917962,3.673386634425533,3.6662385274184106,50,5,10,2
2.039100835477521,2.0701797190284155,3.3719797189782543,3.415970963788438,50,5,10,4
2.0147391558004304,2.052431388972807,3.3541718958736833,3.412435711571376,50,5,10,6
2.001014156226125,2.041027035455505,3.3459530233270804,3.4193024409116592,50,5,10,8
1.9932835314260753,2.0265649040471607,3.3468157673190233,3.4164923562107687,50,5,10,10
2.322380553334496,2.3561493759267904,3.693463536825886,3.681654032800801,50,5,20,2
2.037230565382107,2.068377300372712,3.370908554714703,3.416108301343941,50,5,20,4
2.015023738784349,2.053023327740222,3.3547474134688877,3.4133082224118074,50,5,20,6
2.001014156226125,2.041027035455505,3.3459530233270804,3.4193024409116592,50,5,20,8
1.9932835314260753,2.0265649040471607,3.3468157673190233,3.4164923562107687,50,5,20,10
1.518612701020316,1.7094334688184256,2.5791334160475063,2.919610703209257,50,10,2,2
1.4101971270656997,1.6554756879229053,2.369695700590458,2.887534543216856,50,10,2,4
1.391077160616141,1.659561624275288,2.3164393167538027,2.911114176994953,50,10,2,6
1.3703248609950576,1.6663381647788857,2.2771679182030677,2.9221353037447373,50,10,2,8
1.3696679561420904,1.6626994191002922,2.2648637203987128,2.9246140582259748,50,10,2,10
1.533043563950465,1.7084616379845496,2.613197945632366,2.9386059952271926,50,10,5,2
1.4263135613593865,1.6733907701209902,2.411607620656423,2.908847396966547,50,10,5,4
1.3946970050539227,1.6668995695352788,2.3426617358588038,2.904122400217081,50,10,5,6
1.3795597598173286,1.6546096336259675,2.302679189691391,2.8915456654539384,50,10,5,8
1.382058062777289,1.6689396458340005,2.3004756214378457,2.927635701853317,50,10,5,10
1.55908108646383,1.7205328267620745,2.6645750523110223,2.9460157598210137,50,10,10,2
1.4446219744616136,1.6664274841392843,2.461650011043875,2.9199307483264705,50,10,10,4
1.4194098511928475,1.6666620766363813,2.40107943135096,2.9233558018653643,50,10,10,6
1.4077979067359467,1.6603099362828044,2.371758581174984,2.908557909029844,50,10,10,8
1.4072359828600818,1.6750360207229853,2.3716166695842578,2.947785377199634,50,10,10,10
1.5826587152345657,1.728485666031868,2.7135355766881495,2.9577658719932765,50,10,20,2
1.4881131993258063,1.6836201766685621,2.5512389786991494,2.9346241179286934,50,10,20,4
1.456743675816407,1.6695508795966298,2.484747022264481,2.9324983062314782,50,10,20,6
1.448046957017713,1.6797658908875563,2.4637841097423276,2.943200645710906,50,10,20,8
1.4458273924420673,1.68359821951385,2.4457621509127048,2.9583154432334773,50,10,20,10
0.9898422223764209,1.5737546552167554,1.6721002852875937,2.7524876746788496,50,15,2,2
0.8861400804699728,1.561240878797443,1.4531249979634946,2.7780017959164485,50,15,2,4
0.8678715207996697,1.5584815333290223,1.4107319092926691,2.7708249359560573,50,15,2,6
0.8725901511768376,1.5787639982101611,1.4087262512725172,2.8114491341962324,50,15,2,8
0.8772447752407778,1.580936431354137,1.4105556140353164,2.795714996962314,50,15,2,10
1.052023589808437,1.571116355753436,1.8108542907205454,2.755982073475474,50,15,5,2
0.9548972696384626,1.5682285950784023,1.6264442676137876,2.7782768897833536,50,15,5,4
0.9289823568661293,1.569050996040587,1.5702557238201922,2.7915262090505415,50,15,5,6
0.9268503504645674,1.57454689318262,1.5526596793807328,2.790286326111083,50,15,5,8
0.9303485446573501,1.6019527679347914,1.5539916572754493,2.8550568748903253,50,15,5,10
1.1591677624128829,1.590347160911846,2.0133547304949717,2.7848880787609023,50,15,10,2
1.0665085967814458,1.5756727863486626,1.842301218987017,2.7952615230864506,50,15,10,4
1.0443043928775593,1.5812032624940688,1.8027728421372413,2.818345960521346,50,15,10,6
1.0348143977597268,1.5813716259057973,1.7820920476230164,2.8124534740908986,50,15,10,8
1.0386051387586346,1.5953574194112798,1.7822471560752826,2.839452656963201,50,15,10,10
1.3021714899737358,1.6258930607043691,2.2695213831362167,2.8350152725178424,50,15,20,2
1.2212631005374295,1.5993065298124494,2.1231404475403397,2.8315701691491886,50,15,20,4
1.1958541666035065,1.6103359822073784,2.079642612879408,2.852457996853922,50,15,20,6
1.18078025378531,1.6066085306047813,2.0550962897202827,2.8573269327812265,50,15,20,8
1.1769443960348738,1.6114759964190914,2.036205527903417,2.8842677141027377,50,15,20,10
0.6705080762592945,1.5331587928497032,1.1662119347256907,2.7008686727535647,50,20,2,2
0.6425452234263067,1.5260314072896628,1.129750921906715,2.7360553623781296,50,20,2,4
0.6464167625565405,1.554968744422422,1.1338797774512213,2.760556020830461,50,20,2,6
0.6532245923552519,1.5659623826221032,1.1438692825706385,2.788839354147743,50,20,2,8
0.6531209077992226,1.567992260410659,1.1397472340353867,2.790709747952921,50,20,2,10
0.8279342251448638,1.5357854118104122,1.4857039776844978,2.7037349704913614,50,20,5,2
0.7651931606487753,1.5448929766133401,1.3848993734111208,2.7426659876771224,50,20,5,4
0.7456377071268722,1.5593516202528472,1.3628661156098791,2.7818213078663603,50,20,5,6
0.736628967827629,1.5636007468868542,1.3478626561209133,2.780960566567544,50,20,5,8
0.7405740833474408,1.5704107264818112,1.3474537772175383,2.808150590577191,50,20,5,10
1.0200162196212068,1.5533918653083862,1.8168210369117308,2.743943462245467,50,20,10,2
0.9417817235187194,1.5499716056841593,1.695126205251612,2.7568429362544933,50,20,10,4
0.9166377183997748,1.5667685406223935,1.6544035971343065,2.8088721123671863,50,20,10,6
0.902774306439712,1.5815092940109676,1.6408926206680643,2.829497541029304,50,20,10,8
0.8978936372033373,1.5828440218402797,1.6359731250185663,2.8351827517994166,50,20,10,10
1.2194585866254815,1.595935024442032,2.149398386855396,2.797227628396714,50,20,20,2
1.1533743450228695,1.58857568227529,2.0479327723380347,2.821431066815674,50,20,20,4
1.1230804850416318,1.5998239349094172,2.0055272418522803,2.8454635379620585,50,20,20,6
1.1066139832622868,1.5970709790932118,1.9750493903463533,2.867557357469343,50,20,20,8
1.096491642836454,1.5977162069195074,1.9598964657052342,2.8601354043714844,50,20,20,10
0.5978804895154609,1.5383508748918515,1.0809877671901043,2.7225663902573563,50,25,2,2
0.6009819135418044,1.5259902622957013,1.094008404213978,2.727154697165658,50,25,2,4
0.5994298695269468,1.5517891895183582,1.0918864423575039,2.764370879309179,50,25,2,6
0.6036383777920431,1.553999720880704,1.103472200734561,2.7937316753672503,50,25,2,8
0.604711476543712,1.5805552785127774,1.1076697351279448,2.820289411105767,50,25,2,10
0.7796945314784729,1.539449169443529,1.4314497199310787,2.727307077023234,50,25,5,2
0.7319811317471443,1.5429251025444588,1.363937273088361,2.7471650501889333,50,25,5,4
0.7093649691820707,1.565501503756125,1.3375345937849252,2.787067622245966,50,25,5,6
0.6991166113135084,1.5542098068530177,1.3139069843792945,2.780833101327861,50,25,5,8
0.6969396052888447,1.569860288146015,1.3106085682857573,2.7985158844816738,50,25,5,10
0.9938055089460562,1.55911465795215,1.7846650615685564,2.746525396460839,50,25,10,2
0.9289351221611504,1.551951810582153,1.697572807729815,2.761102361344597,50,25,10,4
0.8958562493773125,1.5624161886966699,1.6449515393391945,2.7856827989327133,50,25,10,6
0.8809186136271975,1.5761568384738682,1.6222977991113812,2.812603846676672,50,25,10,8
0.867414411195425,1.5801792454312906,1.6111795594678286,2.8231809629306923,50,25,10,10
1.2122123415054447,1.5993577122137987,2.130067662831294,2.8185088917052434,50,25,20,2
1.1466151252595989,1.5873629704120826,2.0435072142667408,2.8269549326545955,50,25,20,4
1.116051499004033,1.586491092350492,2.0030572334201913,2.8260169124710006,50,25,20,6
1.0924208481373063,1.5985989232243525,1.9546045185997047,2.8612321666188967,50,25,20,8
1.0811091424122732,1.6060544754147141,1.940029364266472,2.859520989176081,50,25,20,10
0.5903641337729382,1.5228369424080057,1.0753283758804248,2.6972290613395056,50,30,2,2
0.5893372541856892,1.5301099307065233,1.081578194715623,2.718470869434392,50,30,2,4
0.5952498153194732,1.5639279802833583,1.0984599801844699,2.792509136852579,50,30,2,6
0.5991536223899498,1.555475158469086,1.1024750149015554,2.7817904924781582,50,30,2,8
0.5970564962647193,1.5739287780706208,1.1048576617374437,2.8047389741114523,50,30,2,10
0.7746094841315869,1.5420108315561054,1.4251452893489722,2.7210156687864293,50,30,5,2
0.7233253823048832,1.5478927724060583,1.3525858010214635,2.7394263614632055,50,30,5,4
0.7039217969553268,1.5495904238159672,1.3294818577255956,2.7781582912782956,50,30,5,6
0.6939977576525621,1.562130306320709,1.312767147580416,2.7906213698517583,50,30,5,8
0.6898234412029133,1.5678776665727183,1.3076961771865616,2.8097355942077886,50,30,5,10
0.9914842969588825,1.5615415072875622,1.7844387681320095,2.750735227821146,50,30,10,2
0.9270890172478337,1.5452509818874545,1.6883526155039912,2.753656762825745,50,30,10,4
0.892883362269814,1.568395031974153,1.6436164150604742,2.797910668335241,50,30,10,6
0.8765306404198592,1.5700039247670055,1.6199371678628334,2.806514024760618,50,30,10,8
0.8659073687457256,1.590267471365638,1.6067250472797265,2.832018922696015,50,30,10,10
1.2206222219138463,1.606734942205102,2.1479513777276584,2.821870812330468,50,30,20,2
1.1490872111510502,1.591796053751101,2.046426962408938,2.8229302754951564,50,30,20,4
1.1152799866374161,1.6015811422958994,1.9926680390513771,2.8569583577009108,50,30,20,6
1.0940997936515062,1.597670920549227,1.9689949945893073,2.8458266486621606,50,30,20,8
1.0803224820247181,1.598503642083345,1.9478781975063317,2.853901199159331,50,30,20,10
2.3192636532866446,2.361673027766305,3.688719195584218,3.7016147167786584,100,5,2,2
2.0328076024426447,2.0624022900293904,3.370298075346933,3.412472918653486,100,5,2,4
2.003713900518933,2.0441725872538536,3.3445120339090963,3.403205324426649,100,5,2,6
1.9995336438351639,2.0356565697834577,3.3419979569086076,3.408205412030367,100,5,2,8
1.9907258642292354,2.022712943798948,3.341955156785051,3.413944883858633,100,5,2,10
2.314135454249267,2.353661915733438,3.6772081197411777,3.687968392022835,100,5,5,2
2.0333514390080847,2.0630023096281858,3.370111829449549,3.4121015505406915,100,5,5,4
2.003713900518933,2.0441725872538536,3.3445120339090963,3.403205324426649,100,5,5,6
1.9995336438351639,2.0356565697834577,3.3419979569086076,3.408205412030367,100,5,5,8
1.9907258642292354,2.022712943798948,3.341955156785051,3.413944883858633,100,5,5,10
2.3080167717691022,2.3462009932781607,3.670994788581814,3.6806778471551556,100,5,10,2
2.0330065410850993,2.0621814724526146,3.3699653629840243,3.4115526181396447,100,5,10,4
2.0037183666746854,2.044254950232275,3.3445799522537674,3.4033762417388917,100,5,10,6
1.9995336438351639,2.0356565697834577,3.3419979569086076,3.408205412030367,100,5,10,8
1.9907258642292354,2.022712943798948,3.341955156785051,3.413944883858633,100,5,10,10
2.31493711943199,2.3497450166947247,3.6875651739057043,3.691381678799613,100,5,20,2
2.0309936396320656,2.060903660744886,3.3690371781998447,3.4132055897966307,100,5,20,4
2.003884995204528,2.044576585707984,3.3448992720593274,3.403865107601332,100,5,20,6
1.9995336438351639,2.0356565697834577,3.3419979569086076,3.408205412030367,100,5,20,8
1.9907258642292354,2.022712943798948,3.341955156785051,3.413944883858633,100,5,20,10
1.5098649313365762,1.7040553069934585,2.5647098456274415,2.912964907943714,100,10,2,2
1.4075741363002605,1.6582710149638862,2.367111225226615,2.8935384574155436,100,10,2,4
1.381667504356677,1.6524565220965202,2.297938255015013,2.896440239532121,100,10,2,6
1.3658391999281927,1.66154781306316,2.2634978958359,2.9116725728937713,100,10,2,8
1.3652364895030726,1.655888286137623,2.252073723124463,2.9088267911819297,100,10,2,10
1.5228609836168923,1.7032043438645594,2.5949102681620233,2.9231610907447103,100,10,5,2
1.4189010753564062,1.6611954878617712,2.3966310639585107,2.8937174139754416,100,10,5,4
1.3900936043556238,1.6596742788181715,2.3287760593768363,2.900437289282534,100,10,5,6
1.3763589844956134,1.6559709673262064,2.2973550533108282,2.896124489291019,100,10,5,8
1.3785874924455295,1.662916898647283,2.291167000984978,2.923740384056364,100,10,5,10
1.5421870666804391,1.708408807914158,2.6402793321961817,2.9344750748357247,100,10,10,2
1.4385649681478243,1.6652002663895682,2.4502519462866315,2.9081036007803003,100,10,10,4
1.4131227747329025,1.6580609927713827,2.3902027077723247,2.912503947853239,100,10,10,6
1.4062518665118453,1.6618394847709974,2.366447662183316,2.915765849970484,100,10,10,8
1.3995571466680357,1.6690766557267618,2.355824128059284,2.9389253416423053,100,10,10,10
1.5717168904881187,1.7212182365680413,2.6932593951237784,2.946312540475465,100,10,20,2
1.4844388770587131,1.6779046321017483,2.541525433993684,2.9262225866318503,100,10,20,4
1.4501085152137148,1.6726836293419873,2.4718391266581627,2.9377237704634296,100,10,20,6
1.4431713437259543,1.6746391745547673,2.451075550914174,2.9378051108561,100,10,20,8
1.4411045364775616,1.6787437162979575,2.4371155064077623,2.957522677278336,100,10,20,10
0.9635769842445256,1.5498296194670684,1.6170425915551931,2.7242669788925173,100,15,2,2
0.8766738121587682,1.5464842771460092,1.4340771766598712,2.754801820843501,100,15,2,4
0.861502414408074,1.5506013968651686,1.3911862109227673,2.7660384256612405,100,15,2,6
0.8624356497538638,1.5767481620895925,1.3833242820125446,2.813221097635538,100,15,2,8
0.8719100931754316,1.5689829277438299,1.393322794151925,2.79561676195905,100,15,2,10
1.037199294219876,1.5537513548623298,1.782945391482494,2.7367827363057855,100,15,5,2
0.9459285722125618,1.5541335535419156,1.6056078212700904,2.759903532848114,100,15,5,4
0.9200417750057848,1.5572172791076275,1.5530019048983466,2.769228501003941,100,15,5,6
0.9171750855142721,1.5698978199761149,1.5288836263886278,2.784905809287475,100,15,5,8
0.9184261485906707,1.5890936225868513,1.5311703093360756,2.8421988592632514,100,15,5,10
1.1422226154995767,1.5762758831471575,1.9835175224378203,2.7670437765383675,100,15,10,2
1.0586476966055594,1.5673698332248296,1.827563274546628,2.784175975335072,100,15,10,4
