filename,class,xmin,ymin,xmax,ymax,angle,zloc,weather
Scene01_rgb_00000.jpg,car,725.9719,174.58908,1182.4497,370.8859,-1.925707,6.406569,clone
Scene01_rgb_00000.jpg,car,700.04083,193.49179,795.50055,269.2914,-1.757717,13.15864,clone
Scene01_rgb_00000.jpg,car,675.9017,189.27974,738.9268,247.81506,-1.626971,19.29135,clone
Scene01_rgb_00000.jpg,car,383.3972,207.76454,455.01932,251.97449,1.853136,23.76534,clone
Scene01_rgb_00000.jpg,car,502.24484,198.44595,535.6524,218.88658,1.700254,46.44057,clone
Scene01_rgb_00000.jpg,car,643.40106,185.31454,673.93524,207.02753,-1.624184,49.99795,clone
Scene01_rgb_00000.jpg,car,535.7185,191.97536,559.89667,212.34244,1.67328,60.322,clone
Scene01_rgb_00000.jpg,car,562.126,191.2298,578.67236,204.82399,1.647921,77.81883,clone
Scene01_rgb_00000.jpg,car,573.8592,190.96693,587.86346,203.37671,-1.519118,103.7177,clone
Scene01_rgb_00000.jpg,car,360.1883,213.48822,389.88464,237.10046,-1.235514,53.72952,clone
Scene01_rgb_00001.jpg,car,743.86053,173.37262,1240.8593,370.59027,-1.99583,5.229192,clone
Scene01_rgb_00001.jpg,car,707.05865,191.45967,833.7351,289.90045,-1.77496,11.98126,clone
Scene01_rgb_00001.jpg,car,678.44336,189.8696,749.14087,252.59448,-1.634634,18.11399,clone
Scene01_rgb_00001.jpg,car,370.1434,208.08043,447.35873,256.548,1.866621,22.58904,clone
Scene01_rgb_00001.jpg,car,500.02933,200.33344,535.3969,221.7877,1.703997,45.2643,clone
Scene01_rgb_00001.jpg,car,646.2159,187.52713,680.9294,210.99445,-1.62529,48.8206,clone
Scene01_rgb_00001.jpg,car,536.0481,192.2013,560.7726,213.32999,1.675393,59.14569,clone
Scene01_rgb_00001.jpg,car,553.69617,191.41951,571.1786,208.10097,1.649183,76.64253,clone
Scene01_rgb_00001.jpg,car,637.1039,186.2075,657.4841,198.75194,-1.607056,98.19888,clone
Scene01_rgb_00001.jpg,car,576.116,190.64755,590.5669,204.75003,-1.518477,102.5414,clone
Scene01_rgb_00001.jpg,car,567.06903,190.82127,583.62683,205.90292,1.621269,91.48175,clone
Scene01_rgb_00002.jpg,car,760.9231,169.26498,1240.0034,370.24185,-2.086889,4.159842,clone
Scene01_rgb_00002.jpg,car,715.5523,194.36707,862.7805,299.71863,-1.793695,10.91189,clone
Scene01_rgb_00002.jpg,car,681.01025,189.10925,762.8777,257.92844,-1.642459,17.04459,clone
Scene01_rgb_00002.jpg,car,357.7975,206.1583,436.021,257.97934,1.880159,21.5192,clone
Scene01_rgb_00002.jpg,car,493.18805,197.62563,533.9654,220.86285,1.707626,44.19438,clone
Scene01_rgb_00002.jpg,car,643.8461,184.4313,678.85236,208.4892,-1.626336,47.75112,clone
Scene01_rgb_00002.jpg,car,527.68066,191.99728,553.6658,213.83998,1.677434,58.07575,clone
Scene01_rgb_00002.jpg,car,539.00836,190.89494,560.8035,210.04497,1.681832,64.70592,clone
Scene01_rgb_00002.jpg,car,555.43024,190.13309,572.9383,205.49486,1.6504,75.57253,clone
Scene01_rgb_00002.jpg,car,629.17896,183.87279,650.67474,197.10667,-1.607375,97.12927,clone
Scene01_rgb_00002.jpg,car,677.8178,181.4194,697.8988,195.27872,-3.234184,89.98832,clone
Scene01_rgb_00002.jpg,car,572.01965,189.08093,586.7688,202.65453,-1.517855,101.4713,clone
Scene01_rgb_00002.jpg,car,338.756,208.59816,369.4553,233.49054,-1.173323,51.28973,clone
Scene01_rgb_00003.jpg,car,792.13025,163.65639,1241.3541,370.4685,-2.221218,3.093264,clone
Scene01_rgb_00003.jpg,car,720.19275,191.25505,905.7946,310.4188,-1.816209,9.845165,clone
Scene01_rgb_00003.jpg,car,682.0336,184.71225,768.0685,256.03455,-1.651293,15.97776,clone
Scene01_rgb_00003.jpg,car,337.8867,203.83687,434.73175,259.26373,1.894852,20.45363,clone
Scene01_rgb_00003.jpg,car,488.96738,197.17699,528.2444,219.40633,1.711383,43.1284,clone
Scene01_rgb_00003.jpg,car,642.40857,181.9507,676.9529,205.54045,-1.627425,46.68368,clone
Scene01_rgb_00003.jpg,car,515.7095,193.2204,543.05493,214.13585,1.715012,48.70161,clone
Scene01_rgb_00003.jpg,car,528.9132,189.43027,552.02057,209.84676,1.679516,57.00943,clone
Scene01_rgb_00003.jpg,car,541.96576,188.82617,562.68976,207.56856,1.683537,63.63949,clone
Scene01_rgb_00003.jpg,car,552.62585,188.05609,570.5484,204.0399,1.651627,74.50586,clone
Scene01_rgb_00003.jpg,car,577.44977,185.98607,591.3731,198.16946,-1.517236,100.4041,clone
Scene01_rgb_00003.jpg,car,567.60913,187.12248,582.83057,200.2168,1.622813,89.34467,clone
Scene01_rgb_00003.jpg,car,591.0822,183.55687,605.5284,196.1264,1.59939,128.0647,clone
Scene01_rgb_00003.jpg,car,322.00565,204.66516,364.58807,228.9264,-1.165745,50.22583,clone
Scene01_rgb_00004.jpg,car,851.8203,200.10846,1242.4415,370.98105,-2.456097,1.916727,clone
Scene01_rgb_00004.jpg,car,733.08136,192.93008,954.9059,330.3813,-1.846822,8.668476,clone
Scene01_rgb_00004.jpg,car,685.60986,183.5811,779.06464,259.6853,-1.662347,14.80099,clone
Scene01_rgb_00004.jpg,car,320.3847,208.43433,415.65134,263.3973,1.912851,19.28,clone
Scene01_rgb_00004.jpg,car,486.32184,195.13322,524.7696,218.95076,1.715788,41.9544,clone
Scene01_rgb_00004.jpg,car,644.3557,181.04117,681.6931,206.48662,-1.628641,45.50632,clone
Scene01_rgb_00004.jpg,car,515.64777,192.47107,541.3732,213.86728,1.718446,47.52748,clone
Scene01_rgb_00004.jpg,car,539.6166,187.79903,559.3185,205.80545,1.681939,55.83505,clone
Scene01_rgb_00004.jpg,car,557.9731,187.26082,574.99414,202.55602,1.653047,73.33113,clone
Scene01_rgb_00004.jpg,car,634.26874,178.26602,652.6617,191.39899,-1.60804,94.88226,clone
Scene01_rgb_00004.jpg,car,578.30444,184.13954,593.6936,197.04288,-1.516518,99.22861,clone
Scene01_rgb_00004.jpg,car,569.8852,185.00146,585.6753,198.36401,1.62371,88.16943,clone
Scene01_rgb_00004.jpg,car,585.63086,183.16777,600.2947,195.59612,1.597776,120.8978,clone
Scene01_rgb_00004.jpg,car,305.20673,202.14378,336.59283,227.60362,-1.157011,49.057,clone
Scene01_rgb_00005.jpg,car,972.7572,332.69168,1240.4103,374.1688,-2.79313,0.8488722,clone
Scene01_rgb_00005.jpg,car,744.3855,192.47867,1014.38055,354.57477,-1.882332,7.600559,clone
Scene01_rgb_00005.jpg,car,695.6008,182.79607,795.1514,265.42996,-1.674096,13.73305,clone
Scene01_rgb_00005.jpg,car,300.33124,203.51152,412.79434,268.4096,1.930883,18.21394,clone
Scene01_rgb_00005.jpg,car,482.4061,195.99162,521.9329,217.98842,1.719952,40.88822,clone
Scene01_rgb_00005.jpg,car,645.2574,180.44678,683.0779,206.06522,-1.629836,44.43816,clone
Scene01_rgb_00005.jpg,car,504.32547,193.00076,532.51013,213.8396,1.721666,46.46125,clone
Scene01_rgb_00005.jpg,car,525.3521,187.76634,550.0563,208.09575,1.684189,54.7687,clone
Scene01_rgb_00005.jpg,car,540.8871,187.01022,561.6702,204.21886,1.687341,61.39864,clone
Scene01_rgb_00005.jpg,car,557.0999,186.21826,574.84564,200.33589,1.654348,72.26466,clone
Scene01_rgb_00005.jpg,car,632.3346,177.91412,649.9961,190.8747,-1.608375,93.81364,clone
Scene01_rgb_00005.jpg,car,574.3887,185.32115,588.95184,197.22766,-1.515873,98.16182,clone
Scene01_rgb_00005.jpg,car,568.5999,185.33643,584.5216,197.8166,1.624521,87.1027,clone
Scene01_rgb_00005.jpg,car,273.70505,202.32208,319.26514,228.80283,-1.115413,48.60218,clone
Scene01_rgb_00005.jpg,car,312.15866,201.94702,347.4228,228.34833,-1.19934,48.18657,clone
Scene01_rgb_00006.jpg,car,760.221,196.48389,1109.7294,371.25482,-1.93367,6.426104,clone
Scene01_rgb_00006.jpg,car,697.68933,183.30669,821.4725,271.2661,-1.689336,12.55865,clone
Scene01_rgb_00006.jpg,car,280.1027,207.04611,398.14212,275.50412,1.952931,17.0418,clone
Scene01_rgb_00006.jpg,car,479.8057,196.0398,521.89813,218.71524,1.724748,39.71626,clone
Scene01_rgb_00006.jpg,car,645.45984,182.31465,687.12274,207.71008,-1.631242,43.26394,clone
Scene01_rgb_00006.jpg,car,506.2728,192.38268,536.1112,215.28355,1.725346,45.2893,clone
Scene01_rgb_00006.jpg,car,530.4874,189.60086,551.9876,207.35101,1.686738,53.59673,clone
Scene01_rgb_00006.jpg,car,543.12134,187.25009,565.35834,202.714,1.655802,71.09277,clone
Scene01_rgb_00006.jpg,car,634.69025,180.2171,652.3161,191.71176,-1.608763,92.63956,clone
Scene01_rgb_00006.jpg,car,690.443,174.6014,712.1773,190.19157,-3.238522,85.49356,clone
Scene01_rgb_00006.jpg,car,578.05927,184.99153,593.53955,196.12744,-1.515162,96.98994,clone
Scene01_rgb_00006.jpg,car,569.0831,186.16745,584.8822,197.69461,1.62542,85.93075,clone
Scene01_rgb_00006.jpg,car,580.8038,185.51862,595.0199,196.22255,1.629971,113.787,clone
Scene01_rgb_00006.jpg,car,250.22752,207.83327,270.32922,234.61673,-1.105561,47.43459,clone
Scene01_rgb_00006.jpg,car,259.19827,205.69148,313.08417,232.61688,-1.139467,46.82566,clone
Scene01_rgb_00006.jpg,car,304.4271,202.9787,344.16052,222.31004,-1.190803,47.0177,clone
Scene01_rgb_00007.jpg,car,785.01294,197.47986,1240.314,371.07867,-1.997988,5.355094,clone
Scene01_rgb_00007.jpg,car,706.399,183.74478,845.3092,285.25266,-1.706248,11.4877,clone
Scene01_rgb_00007.jpg,car,255.92189,211.7257,384.4726,280.242,1.975266,15.97219,clone
Scene01_rgb_00007.jpg,car,472.57285,197.52158,517.0136,221.99522,1.729266,38.64686,clone
Scene01_rgb_00007.jpg,car,645.5659,181.31065,682.1595,207.96445,-1.632707,42.19324,clone
Scene01_rgb_00007.jpg,car,507.91412,191.43475,536.5178,216.50983,1.728781,44.21993,clone
Scene01_rgb_00007.jpg,car,527.5855,187.47997,554.26074,207.41402,1.691277,59.15747,clone
Scene01_rgb_00007.jpg,car,540.5365,189.12286,560.9539,205.95154,1.657112,70.02357,clone
Scene01_rgb_00007.jpg,car,634.1604,180.45949,654.47736,192.39413,-1.60918,91.56917,clone
Scene01_rgb_00007.jpg,car,689.5843,176.19629,714.69415,192.66837,-3.239886,84.42233,clone
Scene01_rgb_00007.jpg,car,568.3324,187.86732,584.0526,199.66025,-1.514542,95.92085,clone
Scene01_rgb_00007.jpg,car,567.78503,187.47975,583.7839,199.25352,1.626212,84.86156,clone
Scene01_rgb_00007.jpg,car,579.7045,187.04025,594.34515,198.1289,1.607965,107.2114,clone
Scene01_rgb_00007.jpg,car,234.3506,209.91623,264.54132,235.3488,-1.096268,46.36777,clone
Scene01_rgb_00007.jpg,car,254.0778,206.24887,305.2406,235.37868,-1.130641,45.75846,clone
Scene01_rgb_00008.jpg,car,821.477,203.07883,1241.3032,370.25516,-2.08993,4.278527,clone
Scene01_rgb_00008.jpg,car,716.8848,183.29492,878.2702,300.41882,-1.727427,10.41117,clone
Scene01_rgb_00008.jpg,car,225.9939,214.46133,368.8968,287.8863,1.999952,14.89631,clone
Scene01_rgb_00008.jpg,car,468.58475,198.02298,517.5814,222.51807,1.733828,37.57109,clone
Scene01_rgb_00008.jpg,car,647.9753,181.5369,685.33606,206.97406,-1.634478,41.11685,clone
Scene01_rgb_00008.jpg,car,509.93515,190.99998,541.7438,216.34924,1.732199,43.14419,clone
Scene01_rgb_00008.jpg,car,516.7266,186.16104,548.49304,211.88199,1.691369,51.45167,clone
Scene01_rgb_00008.jpg,car,532.8154,189.12733,553.76605,207.03761,1.693083,58.08178,clone
Scene01_rgb_00008.jpg,car,543.91626,188.60219,563.5357,205.16849,1.658341,68.94793,clone
Scene01_rgb_00008.jpg,car,634.055,181.81987,653.76996,195.03323,-1.609709,90.49297,clone
Scene01_rgb_00008.jpg,car,685.90344,175.46881,706.869,191.7414,-3.241371,83.3457,clone
Scene01_rgb_00008.jpg,car,568.59576,186.64304,585.09015,199.13922,-1.513999,94.84528,clone
Scene01_rgb_00008.jpg,car,584.1347,185.72998,598.7559,197.31937,1.608387,106.1359,clone
Scene01_rgb_00008.jpg,car,678.1548,178.33696,698.17505,192.82803,3.055119,118.2774,clone
Scene01_rgb_00008.jpg,car,208.57822,210.08228,251.83278,238.6623,-1.044882,45.24758,clone
Scene01_rgb_00008.jpg,car,240.28767,207.1048,292.7032,238.9499,-1.121582,44.68377,clone
Scene01_rgb_00009.jpg,car,879.00653,220.28549,1241.6907,370.53345,-2.241109,3.094968,clone
Scene01_rgb_00009.jpg,car,727.4597,184.24403,911.8943,314.87036,-1.756209,9.227631,clone
Scene01_rgb_00009.jpg,car,185.07336,213.6537,348.98706,297.49835,2.030724,13.71468,clone
Scene01_rgb_00009.jpg,car,463.94992,196.57356,513.38214,223.14307,1.739116,36.38952,clone
Scene01_rgb_00009.jpg,car,647.02924,181.36314,688.6045,208.58417,-1.636569,39.93333,clone
Scene01_rgb_00009.jpg,car,498.51773,191.72191,526.13824,218.3942,1.736128,41.9626,clone
Scene01_rgb_00009.jpg,car,542.44604,189.24428,561.69586,205.58662,1.65972,67.7663,clone
Scene01_rgb_00009.jpg,car,634.4153,181.54655,656.32104,194.90842,-1.610322,89.30937,clone
Scene01_rgb_00009.jpg,car,681.7043,174.321,710.1967,191.18254,-3.243039,82.16094,clone
Scene01_rgb_00009.jpg,car,574.2122,186.29836,589.9076,198.1229,-1.5134,93.66354,clone
Scene01_rgb_00009.jpg,car,565.8515,187.22351,582.67395,199.72891,1.627709,82.60418,clone
Scene01_rgb_00009.jpg,car,585.34485,186.02376,600.3714,197.52109,1.63118,110.4607,clone
Scene01_rgb_00009.jpg,car,177.45691,212.70367,216.87064,239.09262,-1.033396,44.07022,clone
Scene01_rgb_00009.jpg,car,228.77591,208.97147,289.5072,226.29027,-1.11122,43.50533,clone
Scene01_rgb_00010.jpg,car,737.7262,182.63052,960.0696,332.64728,-2.450507,2.025458,clone
Scene01_rgb_00010.jpg,car,147.46077,217.7765,329.27167,310.05048,2.063297,12.64635,clone
Scene01_rgb_00010.jpg,car,462.09326,196.11253,509.51852,222.95924,1.744532,35.32106,clone
Scene01_rgb_00010.jpg,car,648.2399,182.40805,692.4579,207.2154,-1.63824,38.86357,clone
Scene01_rgb_00010.jpg,car,496.0886,194.18893,523.6191,219.05217,1.74017,40.89408,clone
Scene01_rgb_00010.jpg,car,533.93256,189.35413,555.2244,206.59908,1.69727,55.83151,clone
Scene01_rgb_00010.jpg,car,552.21533,187.46231,571.01404,201.7681,1.661195,66.69754,clone
Scene01_rgb_00010.jpg,car,635.0513,181.0268,655.8373,193.87613,-1.610745,88.23914,clone
Scene01_rgb_00010.jpg,car,569.97675,186.10431,586.3667,198.18315,-1.51271,92.5945,clone
Scene01_rgb_00010.jpg,car,568.592,186.7331,585.0043,199.27203,1.628594,81.53522,clone
Scene01_rgb_00010.jpg,car,139.73346,214.22256,195.99155,238.76929,-1.022433,43.00448,clone
Scene01_rgb_00010.jpg,car,181.56212,210.53711,230.41856,233.83644,-1.065413,43.04931,clone
Scene01_rgb_00010.jpg,car,219.79788,207.2304,279.0332,222.05188,-1.101237,42.43887,clone
Scene01_rgb_00010.jpg,car,273.01434,206.19202,322.4569,222.09752,-1.155838,42.62951,clone
Scene01_rgb_00011.jpg,car,752.0003,184.20825,1019.76105,360.33765,-1.824367,7.087062,clone
Scene01_rgb_00011.jpg,car,96.5324,220.79073,304.5357,321.3698,2.102072,11.57504,clone
Scene01_rgb_00011.jpg,car,459.09348,198.24533,501.20883,225.78581,1.750926,34.24961,clone
Scene01_rgb_00011.jpg,car,649.08905,180.98053,694.9498,206.90346,-1.639395,37.79236,clone
Scene01_rgb_00011.jpg,car,486.71564,196.64604,521.59906,222.23508,1.744986,39.82261,clone
Scene01_rgb_00011.jpg,car,511.11703,188.36926,545.66406,214.41891,1.699973,48.12989,clone
Scene01_rgb_00011.jpg,car,544.50024,188.18324,562.45306,203.72925,1.663065,65.62592,clone
Scene01_rgb_00011.jpg,car,634.9662,181.01996,654.3986,193.17665,-1.610911,87.16767,clone
Scene01_rgb_00011.jpg,car,681.6112,172.61821,703.36346,188.91591,-3.245398,80.01872,clone
Scene01_rgb_00011.jpg,car,568.39685,186.49268,585.2004,199.38364,-1.511753,91.52275,clone
Scene01_rgb_00011.jpg,car,125.55824,214.8771,187.54773,240.20547,-1.010679,41.93241,clone
Scene01_rgb_00011.jpg,car,179.70464,212.40283,219.65297,224.39844,-1.054168,41.97731,clone
Scene01_rgb_00011.jpg,car,206.87624,208.94191,272.23975,223.192,-1.09041,41.36696,clone
Scene01_rgb_00011.jpg,car,259.69424,208.1565,312.22906,228.05031,-1.145822,41.55767,clone
Scene01_rgb_00012.jpg,car,773.00433,183.37335,1117.6241,370.67377,-1.87943,5.919337,clone
Scene01_rgb_00012.jpg,car,22.45666,219.8848,274.0385,338.68005,2.150435,10.40735,clone
Scene01_rgb_00012.jpg,car,451.99527,195.50116,499.24567,224.55064,1.758129,33.082,clone
Scene01_rgb_00012.jpg,car,647.94275,181.37112,695.12915,208.4922,-1.64097,36.62475,clone
Scene01_rgb_00012.jpg,car,482.74738,193.18823,521.177,222.15881,1.750343,38.65503,clone
Scene01_rgb_00012.jpg,car,508.66873,187.22751,542.5991,213.4719,1.703575,46.96235,clone
Scene01_rgb_00012.jpg,car,543.2831,186.77415,561.7142,204.12746,1.665056,64.45845,clone
Scene01_rgb_00012.jpg,car,632.099,180.4517,655.4597,194.48436,-1.611202,86.00026,clone
Scene01_rgb_00012.jpg,car,687.3467,167.08704,718.5693,185.87308,-3.246808,78.85127,clone
Scene01_rgb_00012.jpg,car,569.2748,184.8767,586.4332,197.84569,-1.510771,90.35538,clone
Scene01_rgb_00012.jpg,car,563.2186,185.11185,580.3921,198.29745,1.631026,79.29613,clone
Scene01_rgb_00012.jpg,car,574.45233,183.87987,591.39105,195.64622,1.610979,101.6459,clone
Scene01_rgb_00012.jpg,car,108.314705,213.39403,177.89017,230.1065,-0.9974303,40.76488,clone
Scene01_rgb_00012.jpg,car,164.60907,210.92766,213.95686,224.38391,-1.041484,40.80977,clone
Scene01_rgb_00012.jpg,car,198.33464,207.4709,262.85846,230.18456,-1.078186,40.19941,clone
Scene01_rgb_00012.jpg,car,246.25171,206.39507,305.97885,234.05731,-1.134513,40.39013,clone
Scene01_rgb_00013.jpg,car,803.2773,187.06378,1240.7462,370.67163,-1.948144,4.859256,clone
Scene01_rgb_00013.jpg,car,0.62621105,223.15773,235.90686,358.02237,2.20166,9.346424,clone
Scene01_rgb_00013.jpg,car,445.20956,197.18085,495.36005,228.86351,1.765175,32.02117,clone
Scene01_rgb_00013.jpg,car,651.1355,181.15352,695.5465,210.58163,-1.642381,35.56482,clone
Scene01_rgb_00013.jpg,car,481.91452,196.92099,516.72797,223.41415,1.755544,37.59422,clone
